,名稱,年/月,Year,Key,Equity,PreEquity,AT,NI,PreSale,OS,BVBV,PrePBRatio,PreAB,PBRatio,AB,NB,BVE,LNAT,NIS,Industry,Price3m,RPA,LN_RPA_Count,RPA_Count,Finance,KY,Price
1231,聯華食,21-Dec,2021,12312021,4568168,4065573,9208709,778335,8817321,201762,1.123622181,3.478353133,2.265045788,3.095848057,2.015842894,0.170382306,22.64,16,3.86,M1200,64.62,0,0,0,0,0,70.09
1231,聯華食,20-Dec,2020,12312020,4065573,3654089,8822575,610730,8588903,183325,1.112609189,2.27620489,2.414439002,2.045536519,2.170069262,0.150219908,22.18,16,3.33,M1200,41.64,0,0,0,0,0,45.37
1231,聯華食,19-Dec,2019,12312019,3654089,3437917,7466043,531956,8116880,174595,1.062878772,1.437726522,2.171676338,1.352603918,2.043202287,0.145578282,20.93,16,3.05,M1200,25.27,0,0,0,0,0,28.31
1231,聯華食,18-Dec,2018,12312018,3437917,3127240,7003241,552027,7031023,166281,1.099345429,1.46701014,2.239431895,1.334139265,2.037059359,0.160570194,20.68,16,3.32,M1200,25.66,0,0,0,0,0,27.59
1231,聯華食,17-Dec,2017,12312017,3127240,3023892,6483870,380721,6717558,159886,1.034177147,1.0754621,2.144213484,1.039877301,2.073352221,0.121743454,19.56,16,2.38,M1200,19.14,0,0,0,0,0,20.34
1232,大統益,22-Dec,2022,12322022,5271072,4957653,7393401,1156882,20477990,159975,1.063219229,4.727304936,1.491310707,4.446130501,1.402637073,0.219477556,32.95,16,7.23,M1200,142.64,0,0,0,0,0,146.5
1232,大統益,21-Dec,2021,12322021,4957653,4641004,7003498,1238735,17440979,159975,1.068228556,5.016061611,1.509048042,4.695708293,1.412664017,0.249863191,30.99,16,7.74,M1200,145.73,0,0,0,0,0,145.52
1232,大統益,20-Dec,2020,12322020,4641004,4131485,6348688,1320636,17150108,159975,1.123325874,5.692753211,1.536660063,5.067907618,1.367955727,0.284558255,29.01,16,8.26,M1200,126.52,0,0,0,0,0,147.02
1232,大統益,19-Dec,2019,12322019,4131485,3942280,5807485,1000370,16948746,159975,1.047993801,4.237291491,1.473128494,4.04258614,1.405665275,0.242133277,25.83,16,6.25,M1200,93.3,0,0,0,0,0,104.42
1232,大統益,18-Dec,2018,12322018,3942280,3825227,5470902,894321,16884341,159975,1.030600275,4.457287241,1.430216298,4.325487013,1.387750743,0.22685375,24.64,16,5.59,M1200,83.95,0,0,0,0,0,106.58
1232,大統益,17-Dec,2017,12322017,3825227,3806519,5452648,879104,17384090,159975,1.004914727,3.100301286,1.432449963,3.08531995,1.425444294,0.229817472,23.91,16,5.5,M1200,72.52,0,0,0,0,0,73.77
1233,天仁,22-Dec,2022,12332022,1489549,1460261,2353960,51623,1773001,90592,1.020056688,2.328914954,1.612013195,2.283454988,1.580317264,0.034656799,16.44,15,0.57,M1200,33.43,0,0,0,0,0,37.54
1233,天仁,21-Dec,2021,12332021,1460261,1504274,2309476,17198,1906194,90592,0.970741368,1.937376196,1.535276153,1.995657568,1.581550148,0.011777347,16.12,15,0.19,M1200,32.45,0,0,0,0,0,32.17
1233,天仁,20-Dec,2020,12332020,1504274,1616797,2433516,58953,2247585,90592,0.930403755,1.831678609,1.505146286,1.969277108,1.617734535,0.039190334,16.6,15,0.65,M1200,32.78,0,0,0,0,0,32.69
1233,天仁,19-Dec,2019,12332019,1616797,1607108,2490105,156301,2193118,90592,1.006028842,1.838775639,1.549432272,1.82745098,1.54014697,0.096673237,17.85,15,1.73,M1200,29.98,0,0,0,0,0,32.62
1233,天仁,18-Dec,2018,12332018,1607108,1501952,2169779,174856,2130351,90592,1.07001289,2.006115988,1.444639376,1.874859076,1.350113994,0.108801649,17.74,15,1.93,M1200,32.67,0,0,0,0,0,33.26
1233,天仁,17-Dec,2017,12332017,1501952,1424395,2072683,175231,2134778,90592,1.054449082,2.000866557,1.455132179,1.897466828,1.379992836,0.116668842,16.58,15,1.93,M1200,30.3,0,0,0,0,0,31.46
1234,黑松,22-Dec,2022,12342022,18345327,18143912,22759247,883293,9222874,401871,1.011100969,0.873338315,1.254373754,0.863745893,1.240601871,0.04814812,45.65,17,2.2,M1200,34.32,0,0,0,0,0,39.43
1234,黑松,21-Dec,2021,12342021,18143912,18068635,22788396,795714,9204945,401871,1.00416617,0.703494189,1.261212925,0.70055371,1.255980298,0.043855702,45.15,17,1.98,M1200,32.27,0,0,0,0,0,31.63
1234,黑松,20-Dec,2020,12342020,18068635,17882266,22211391,889186,9145655,401871,1.010422001,0.690375432,1.242090404,0.683274021,1.229278858,0.049211576,44.96,17,2.21,M1200,29.85,0,0,0,0,0,30.72
1234,黑松,19-Dec,2019,12342019,17882266,17628091,22642968,844560,8901634,401871,1.014418748,0.616664082,1.284482137,0.607865169,1.266224761,0.047228914,44.5,17,2.1,M1200,24.51,0,0,0,0,0,27.05
1234,黑松,18-Dec,2018,12342018,17628091,17562146,22967481,694511,9090115,401871,1.003754951,0.586714883,1.307783286,0.584454069,1.302890994,0.03939797,43.87,17,1.73,M1200,24.82,0,0,0,0,0,25.64
1234,黑松,17-Dec,2017,12342017,17562146,17837795,22855928,530858,8762410,401871,0.984546913,0.532589955,1.281320253,0.540961098,1.301431385,0.030227399,43.7,17,1.32,M1200,23.16,0,0,0,0,0,23.64
1235,興泰,22-Dec,2022,12352022,1697508,3614794,3605307,195624,41090,133629,0.469600204,2.681234773,0.997375507,5.711023622,2.123882185,0.115241872,12.7,15,1.46,M1200,61.76,0,0,0,0,0,72.53
1235,興泰,21-Dec,2021,12352021,3614794,2997328,4677445,81793,78579,104398,1.206005482,1.375450741,1.560538253,1.140340745,1.293972769,0.022627292,34.63,15,0.78,M1200,29.87,0,0,0,0,0,39.49
1235,興泰,20-Dec,2020,12352020,2997328,2583303,4167382,64211,61778,104398,1.160269624,0.875336993,1.613199071,0.754440961,1.390365686,0.021422747,28.71,15,0.62,M1200,19.13,0,0,0,0,0,21.66
1235,興泰,19-Dec,2019,12352019,2583303,5083655,4206027,49143,57652,98955,0.508158598,0.302880467,0.827362793,0.595940253,1.628158602,0.01902332,26.11,15,0.5,M1200,14.38,0,0,0,0,0,15.56
1235,興泰,18-Dec,2018,12352018,5083655,4158465,6830742,103299,76878,87960,1.222483537,0.325741349,1.642611396,0.266435986,1.343667499,0.020319829,57.8,16,1.17,M1200,15.46,0,0,0,0,0,15.4
1235,興泰,17-Dec,2017,12352017,4158465,2766128,5735515,127328,117867,60662,1.503352339,0.317769959,2.073481415,0.211378556,1.379238493,0.03061899,68.55,16,2.1,M1200,12.84,0,0,0,0,0,14.49
1236,宏亞,22-Dec,2022,12362022,2932606,2128491,4122836,-29486,1755115,108343,1.377786422,1.3040918,1.936976008,0.946435168,1.405860862,-0.010054539,27.07,15,-0.27,M1200,26.22,0,0,0,0,0,25.62
1236,宏亞,21-Dec,2021,12362021,2128491,1607981,3456496,-27478,1637280,108343,1.323704074,2.072556007,2.149587588,1.565394402,1.623918541,-0.012909615,19.65,15,-0.25,M1200,28.43,0,0,0,0,0,30.76
1236,宏亞,20-Dec,2020,12362020,1607981,1684512,2764972,-2260,1864663,108343,0.954567851,1.057373839,1.641408313,1.107816712,1.719530268,-0.001405489,14.84,15,-0.02,M1200,14.56,0,0,0,0,0,16.44
1236,宏亞,19-Dec,2019,12362019,1684512,1834005,2736135,13227,1972592,108343,0.918488227,0.749655901,1.491890698,0.81607717,1.624289408,0.007852126,15.55,15,0.12,M1200,10.64,0,0,0,0,0,12.69
1236,宏亞,18-Dec,2018,12362018,1834005,1758224,2792241,13217,1878973,108343,1.043100879,0.829414671,1.588103109,0.795038393,1.522482763,0.007206632,16.93,15,0.12,M1200,14.5,0,0,0,0,0,13.46
1236,宏亞,17-Dec,2017,12362017,1758224,1834109,2933264,5409,2129720,108343,0.958625687,0.988851709,1.599285539,1.03142329,1.66831075,0.0030764,16.23,15,0.05,M1200,17.33,0,0,0,0,0,16.74
1240,茂生農經,22-Dec,2022,12402022,1317752,1380415,2214254,-13815,2999605,38598,0.95460568,1.236721957,1.604049507,1.295547745,1.680326799,-0.010483763,34.14,15,-0.36,M3300,43.37,0,0,0,0,0,44.23
1240,茂生農經,21-Dec,2021,12402021,1380415,1261234,2132189,103540,2276984,36760,1.09449555,1.142525495,1.690557819,1.043941411,1.544599993,0.075006429,37.55,15,2.82,M3300,44.98,0,0,0,0,0,39.2
1240,茂生農經,20-Dec,2020,12402020,1261234,1025963,1894658,141820,1818705,35010,1.229317237,1.503846338,1.846711821,1.223147377,1.502225598,0.11244543,36.03,14,4.05,M3300,44.87,0,0,0,0,0,44.07
1240,茂生農經,19-Dec,2019,12402019,1025963,1167687,1707299,132303,1488400,33990,0.878628434,1.258083545,1.462120414,1.432074221,1.664094124,0.128954943,30.18,14,3.89,M3300,32.81,0,0,0,0,0,43.22
1240,茂生農經,18-Dec,2018,12402018,1167687,919690,1615651,101362,1413735,33000,1.269652818,1.186606356,1.756734334,0.934708875,1.383633628,0.086805796,35.38,14,3.07,M3300,30.59,0,0,0,0,0,33.07
1240,茂生農經,17-Dec,2017,12402017,919690,747278,1587872,140100,1266452,30058,1.230720027,#N/A,2.124874545,#N/A,1.726529591,0.152333939,30.6,14,4.66,M3300,#N/A,0,0,0,0,0,#N/A
1256,鮮活果汁-KY,22-Dec,2022,12562022,4100050,4021185,4673081,468455,4581970,33842,1.019612378,2.547332829,1.162115396,2.498390425,1.139761954,0.114255924,121.15,15,13.84,M1200,325.7,0,0,0,0,1,302.68
1256,鮮活果汁-KY,21-Dec,2021,12562021,4021185,2670735,4821556,717313,3479683,33842,1.505647322,3.24477005,1.805329245,2.155108568,1.199038592,0.178383486,118.82,15,21.2,M1200,273.83,0,0,0,0,1,256.07
1256,鮮活果汁-KY,20-Dec,2020,12562020,2670735,2058369,3557450,780385,3520879,33842,1.297500594,6.612639619,1.728285842,5.096300051,1.3320116,0.29219859,78.92,15,23.06,M1200,403.57,0,0,0,0,1,402.2
1256,鮮活果汁-KY,19-Dec,2019,12562019,2058369,1779307,3146655,539021,3221239,33842,1.156837465,3.520178002,1.76847222,3.043077935,1.528712782,0.261868013,60.82,15,15.93,M1200,155.85,0,0,0,0,1,185.08
1256,鮮活果汁-KY,18-Dec,2018,12562018,1779307,1525251,2607916,440919,2917183,30766,1.166566683,3.045030202,1.709827432,2.610409822,1.46569198,0.24780378,57.83,15,14.33,M1200,138.02,0,0,0,0,1,150.96
1256,鮮活果汁-KY,17-Dec,2017,12562017,1525251,925025,2322095,287270,2679294,30766,1.648875436,4.473421799,2.510305127,2.712787414,1.522434668,0.188342771,49.58,15,9.34,M1200,119.3,0,0,0,0,1,134.5
1259,安心,22-Dec,2022,12592022,2005546,2091290,5324339,157481,5034182,32390,0.958999469,1.153859579,2.545959193,1.203165375,2.654807718,0.078522756,61.92,15,4.86,M2700,74.4,0,0,0,0,0,74.5
1259,安心,21-Dec,2021,12592021,2091290,1939491,5286602,77237,5342094,32390,1.078267442,1.097707955,2.72576774,1.017964999,2.52791435,0.036932707,64.57,15,2.38,M2700,65.24,0,0,0,0,0,65.73
1259,安心,20-Dec,2020,12592020,1939491,1862870,4663025,147988,5484492,32390,1.041130621,1.042011896,2.503140316,1.000835003,2.40425194,0.076302494,59.88,15,4.57,M2700,62.43,0,0,0,0,0,59.93
1259,安心,19-Dec,2019,12592019,1862870,1788856,4570443,139963,5252104,32390,1.041375046,1.115906311,2.554952998,1.071639715,2.453441732,0.075132994,57.51,15,4.32,M2700,53.98,0,0,0,0,0,61.63
1259,安心,18-Dec,2018,12592018,1788856,1780933,2950308,134623,4919312,32390,1.004448792,1.071765586,1.656608081,1.066992576,1.649270819,0.075256477,55.23,15,4.16,M2700,55.42,0,0,0,0,0,58.93
1259,安心,17-Dec,2017,12592017,1780933,1700908,2953839,149915,4663585,32390,1.0470484,1.18941142,1.736624791,1.136049473,1.65859075,0.084177788,54.98,15,4.63,M2700,63.48,0,0,0,0,0,62.46
1264,德麥,22-Dec,2022,12642022,3641232,3373079,4706617,734676,4948371,37064,1.07949799,3.047901434,1.395347396,2.823493485,1.292589157,0.201765776,98.24,15,19.82,M1200,258.19,0,0,0,0,0,277.38
1264,德麥,21-Dec,2021,12642021,3373079,3160779,4262500,722642,4375430,37064,1.067166986,2.881250299,1.348559959,2.699813207,1.263682232,0.214238089,91.01,15,19.5,M1200,258.59,0,0,0,0,0,245.71
1264,德麥,20-Dec,2020,12642020,3160779,2896521,4021773,636036,4076129,33696,1.091232896,2.825371375,1.388483978,2.589232409,1.272399304,0.201227609,93.8,15,18.88,M1200,221.56,0,0,0,0,0,242.87
1264,德麥,19-Dec,2019,12642019,2896521,2742986,3524478,572594,3957774,33696,1.055973672,2.138840869,1.284905574,2.025476966,1.216796978,0.197683359,85.96,15,16.99,M1200,150.02,0,0,0,0,0,174.11
1264,德麥,18-Dec,2018,12642018,2742986,2578393,3278973,536485,3675034,33696,1.063835498,2.104829543,1.271711876,1.978624079,1.195402747,0.195584301,81.4,15,15.92,M1200,155.23,0,0,0,0,0,161.06
1264,德麥,17-Dec,2017,12642017,2578393,2397172,3088701,515017,3793561,33696,1.075597829,2.03792055,1.288477005,1.894668061,1.197917075,0.199743406,76.52,15,15.28,M1200,158.85,0,0,0,0,0,144.98
1268,漢來美食,22-Dec,2022,12682022,1850455,1996555,6281228,131004,2929855,42724,0.926823954,3.323456874,3.146033042,3.58600785,3.394423534,0.070795561,43.31,16,3.07,M2700,133.75,0,0,0,0,0,155.31
1268,漢來美食,21-Dec,2021,12682021,1996555,1731321,4662620,83546,3459267,42724,1.153197472,2.494362351,2.693099662,2.163064413,2.33533261,0.041845078,46.73,15,1.96,M2700,110.14,0,0,0,0,0,101.08
1268,漢來美食,20-Dec,2020,12682020,1731321,1550122,4527174,283023,3775225,37724,1.11689338,2.816422527,2.920527546,2.521900196,2.614866914,0.163472285,45.89,15,7.5,M2700,120.15,0,0,0,0,0,115.73
1268,漢來美食,19-Dec,2019,12682019,1550122,1497165,4114909,288731,3565658,37653,1.035371519,2.878866999,2.74846727,2.780422638,2.65457106,0.186263404,41.17,15,7.67,M2700,86.8,0,0,0,0,0,114.47
1268,漢來美食,18-Dec,2018,12682018,1497165,1907083,2776619,235248,3343960,37371,0.785054977,2.276063312,1.45595079,2.899400899,1.854584498,0.157128974,40.06,15,6.29,M2700,100.32,0,0,0,0,0,116.15
1268,漢來美食,17-Dec,2017,12682017,1907083,1191577,3213208,248800,3166484,37991,1.600469798,3.009751279,2.696601227,1.880478088,1.684881046,0.130461023,50.2,15,6.55,M2700,102.12,0,0,0,0,0,94.4
1301,台塑,22-Dec,2022,13012022,357684863,403190274,511254407,35919340,273598301,6365741,0.887136635,1.353068362,1.268022668,1.525182417,1.429343145,0.10042175,56.19,20,5.64,M1300,87.61,0,0,0,0,0,85.7
1301,台塑,21-Dec,2021,13012021,403190274,332536140,543678922,71433319,185813405,6365741,1.212470542,1.831028431,1.634946872,1.5101042,1.348442552,0.177170243,63.34,20,11.22,M1300,93.89,0,0,0,0,0,95.65
1301,台塑,20-Dec,2020,13012020,332536140,349153320,479280423,20182869,207848572,6365741,0.952407212,1.61644345,1.3726933,1.697166922,1.441288225,0.060693761,52.24,20,3.17,M1300,86.94,0,0,0,0,0,88.66
1301,台塑,19-Dec,2019,13012019,349153320,355568001,497087959,37265946,230370027,6365741,0.981959341,1.282214286,1.39801095,1.305742935,1.423695353,0.106732326,54.85,20,5.85,M1300,61.4,0,0,0,0,0,71.62
1301,台塑,18-Dec,2018,13012018,355568001,345010166,501513267,50125825,206709755,6365741,1.030601519,1.640098679,1.45361881,1.591299678,1.410456693,0.140973948,55.86,20,7.87,M1300,85.01,0,0,0,0,0,88.89
1301,台塑,17-Dec,2017,13012017,345010166,313070487,476071036,49958153,180173192,6365741,1.102020728,1.68542323,1.520651277,1.529335793,1.379875386,0.144801974,54.2,20,7.85,M1300,76.63,0,0,0,0,0,82.89
1303,南亞,22-Dec,2022,13032022,394101430,428740770,665316156,37659764,411670391,7930822,0.919206797,1.341100813,1.551791205,1.459046086,1.688185085,0.095558557,49.69,20,4.75,M1300,74.44,0,0,0,0,0,72.5
1303,南亞,21-Dec,2021,13032021,428740770,356586478,668695386,85115251,273353806,7930822,1.202347247,1.608243089,1.87526849,1.337587865,1.55967296,0.19852381,54.06,20,10.73,M1300,81.2,1,0.693147181,1,0,0,72.31
1303,南亞,20-Dec,2020,13032020,356586478,355570700,584712347,27075070,286303059,7930822,1.002856754,1.571574143,1.644433433,1.567170819,1.639749074,0.075928482,44.96,20,3.41,M1300,67.58,0,0,0,0,0,70.46
1303,南亞,19-Dec,2019,13032019,355570700,386904992,554678679,22874076,333061560,7930822,0.919012955,1.084555125,1.433630195,1.180236449,1.55996734,0.064330599,44.83,20,2.88,M1300,44.8,0,0,0,0,0,52.91
1303,南亞,18-Dec,2018,13032018,386904992,367219759,570249344,52566367,306139952,7930822,1.053606138,1.301647393,1.552883063,1.235294118,1.473874351,0.13586376,48.79,20,6.63,M1300,60.5,0,0,0,0,0,60.27
1303,南亞,17-Dec,2017,13032017,367219759,351033466,544071389,53939540,275294431,7930822,1.046110398,1.42266738,1.549913161,1.360043197,1.481596171,0.146886268,46.3,20,6.8,M1300,58.92,0,0,0,0,0,62.97
1304,台聚,22-Dec,2022,13042022,50924885,55644961,77741569,55390,71755542,1188764,0.91517514,0.478325898,1.397099892,0.52264239,1.526592922,0.00108768,42.84,18,0.05,M1300,25.69,0,0,0,0,0,22.39
1304,台聚,20-Dec,2020,13042020,48723643,39176947,77324516,5344689,55656741,1188764,1.243681469,0.965528796,1.973724905,0.776286899,1.587001941,0.109693953,40.99,18,4.5,M1300,21.87,1,0.693147181,1,0,0,31.82
1304,台聚,21-Dec,2021,13042021,55644961,48723643,84825213,9807075,50201273,1188764,1.142052555,0.533586306,1.740945623,0.467207862,1.524400619,0.176243721,46.81,18,8.25,M1300,26.59,0,0,0,0,0,21.87
1304,台聚,19-Dec,2019,13042019,39176947,36454709,71425786,2270814,60892513,1188764,1.074674523,0.330332614,1.959302048,0.307342233,1.823158553,0.057963016,32.96,18,1.91,M1300,8.28,0,0,0,0,0,10.13
1304,台聚,18-Dec,2018,13042018,36454709,34808419,68991038,1488759,58133943,1188764,1.047295742,0.323757385,1.982021591,0.309096837,1.892513749,0.040838592,30.67,18,1.25,M1300,9.68,0,0,0,0,0,9.48
1304,台聚,17-Dec,2017,13042017,34808419,32019486,64393851,2703828,53101997,1165454,1.087101117,0.396741178,2.01108322,0.36491463,1.849950467,0.077677415,29.87,18,2.32,M1300,11.21,0,0,0,0,0,10.9
1305,華夏,22-Dec,2022,13052022,10041228,11835269,16683779,-399256,20221524,581050,0.848415697,1.133107663,1.409666227,1.335648148,1.661527753,-0.039761671,17.28,17,-0.69,M1300,25.95,0,0,0,0,0,23.08
1305,華夏,21-Dec,2021,13052021,11835269,10303758,16975315,2681983,13733148,581050,1.148636158,1.549653437,1.647487742,1.34904271,1.434299043,0.226609383,20.37,17,4.62,M1300,31.43,0,0,0,0,0,27.48
1305,華夏,20-Dec,2020,13052020,10303758,8712566,13893625,1766618,15117855,553381,1.182631845,1.961351602,1.594665108,1.658431794,1.34840366,0.171453755,18.62,16,3.19,M1300,30.43,0,0,0,0,0,30.88
1305,華夏,19-Dec,2019,13052019,8712566,8811104,12331233,646248,15192621,527030,0.988816611,0.85713889,1.399510549,0.866908651,1.415338834,0.074174244,16.53,16,1.23,M1300,10.7,0,0,0,0,0,14.33
1305,華夏,18-Dec,2018,13052018,8811104,8200848,13224095,1330450,14701741,506760,1.074413768,1.007235837,1.612527753,0.937320299,1.500844276,0.150996969,17.39,16,2.63,M1300,15.48,0,0,0,0,0,16.3
1305,華夏,17-Dec,2017,13052017,8200848,7755820,12673221,1367356,14157389,492000,1.057379877,1.20909459,1.634027221,1.143371326,1.545354944,0.166733489,16.67,16,2.78,M1300,20.45,0,0,0,0,0,19.06
1307,三芳,22-Dec,2022,13072022,8482298,7651060,15400050,562999,8384007,397818,1.108643508,1.310277739,2.012799534,1.181988743,1.815551635,0.066373405,21.32,17,1.42,M1300,20.31,0,0,0,0,0,25.2
1307,三芳,21-Dec,2021,13072021,7651060,7873126,14740117,119168,8441756,397818,0.971794431,0.957011601,1.872206415,0.984919397,1.926545734,0.015575358,19.23,17,0.3,M1300,19.08,0,0,0,0,0,18.94
1307,三芳,20-Dec,2020,13072020,7873126,8264085,15340889,250216,10271411,397818,0.952691798,1.046524004,1.856332431,1.098534613,1.948513081,0.031781023,19.79,17,0.63,M1300,19.89,0,0,0,0,0,21.74
1307,三芳,19-Dec,2019,13072019,8264085,8216613,15136071,425285,9492260,397818,1.005777563,0.925719656,1.842130206,0.920558498,1.83154832,0.051461838,20.77,17,1.07,M1300,15.21,0,0,0,0,0,19.12
1307,三芳,18-Dec,2018,13072018,8216613,8380965,14522208,346007,9855355,397818,0.980389848,1.017214574,1.732760846,1.037772397,1.767420225,0.04211066,20.65,16,0.87,M1300,20.08,0,0,0,0,0,21.43
1307,三芳,17-Dec,2017,13072017,8380965,8902965,14400134,909702,11045717,397818,0.941367848,1.103242169,1.617453736,1.171808258,1.71819522,0.108543825,21.07,16,2.29,M1300,26.71,0,0,0,0,0,24.69
1308,亞聚,22-Dec,2022,13082022,14216958,15462049,16390069,1497351,9565813,593744,0.919474385,0.971522157,1.060019212,1.056808688,1.152853444,0.105321476,23.94,17,2.52,M1300,27.55,0,0,0,0,0,25.3
1308,亞聚,21-Dec,2021,13082021,15462049,12109545,18978546,2974177,5703546,593744,1.276848057,1.184100443,1.567238571,0.927419355,1.22742762,0.192353355,26.04,17,5.01,M1300,32.28,0,0,0,0,0,24.15
1308,亞聚,20-Dec,2020,13082020,12109545,10229820,16883503,967715,6791157,582102,1.183749567,1.617168126,1.65042034,1.366346154,1.394230997,0.079913407,20.8,17,1.66,M1300,19.98,0,0,0,0,0,28.42
1308,亞聚,19-Dec,2019,13082019,10229820,9604436,16923091,768447,6375134,554383,1.065114079,0.828304343,1.762007785,0.777777778,1.654290203,0.075118331,18.45,17,1.39,M1300,10.46,0,0,0,0,0,14.35
1308,亞聚,18-Dec,2018,13082018,9604436,9816470,15597743,284368,6404467,554383,0.978400178,0.569830547,1.588936043,0.58256351,1.624014466,0.029607985,17.32,17,0.51,M1300,10.35,0,0,0,0,0,10.09
1308,亞聚,17-Dec,2017,13082017,9816470,9497205,14876001,582069,5893335,518115,1.033616733,0.648652667,1.56635568,0.627440633,1.515412465,0.059295144,18.95,17,1.12,M1300,12.13,0,0,0,0,0,11.89
1309,台達化,22-Dec,2022,13092022,7206214,7661813,9240876,428234,20771165,397587,0.940536398,1.021753993,1.206095215,1.086644592,1.282348262,0.059425657,18.12,16,1.08,M1300,20.66,0,0,0,0,0,19.69
1309,台達化,21-Dec,2021,13092021,7661813,6355806,10744659,1849407,15498381,378654,1.205482515,1.427442851,1.690526583,1.184379634,1.40236508,0.241379814,20.23,16,4.88,M1300,29.21,0,0,0,0,0,23.96
1309,台達化,20-Dec,2020,13092020,6355806,4299763,9245870,1917314,17672204,344231,1.47817589,2.612296894,2.150320843,1.767605634,1.454712431,0.301663392,18.46,16,5.57,M1300,32.29,0,0,0,0,0,32.63
1309,台達化,19-Dec,2019,13092019,4299763,3991957,8004741,355713,21683702,334205,1.077106542,0.865660552,2.005217241,0.803418803,1.861670283,0.082728513,12.87,16,1.06,M1300,5.81,0,0,0,0,0,10.34
1309,台達化,18-Dec,2018,13092018,3991957,3905550,8727546,184174,19821042,327652,1.022124157,0.612425804,2.234652226,0.599343186,2.186282568,0.046136269,12.18,16,0.56,M1300,7.06,0,0,0,0,0,7.3
1309,台達化,17-Dec,2017,13092017,3905550,3379118,8811435,524582,16419055,327652,1.155789765,1.050117563,2.60761388,0.908557047,2.256131659,0.134317062,11.92,16,1.6,M1300,8.05,0,0,0,0,0,10.83
1310,台苯,22-Dec,2022,13102022,6722246,7371126,8912648,-412899,11714016,527870,0.91197003,1.170159864,1.209129786,1.28358209,1.325843773,-0.061422774,12.73,16,-0.78,M1300,13.68,0,0,0,0,0,16.34
1310,台苯,21-Dec,2021,13102021,7371126,7463726,9299190,103102,8113225,527870,0.987593328,0.991560703,1.245917924,1.004297994,1.261569806,0.01398728,13.96,16,0.2,M1300,16.42,0,0,0,0,0,14.02
